targetbvdidnumber;targetname;company;Title_link;date;Title;mainText;pros;cons;reply;helpfulReviews;authorInfo;authorInfo1;authorLocation;minor;middle;outlook;CEO;recommend
US640474907;morgan keegan & company inc.;morgan keegan;https://www.glassdoor.com/Reviews/Employee-Review-Morgan-Keegan-RVW1311022.htm;January 30, 2012;"""Developing Skills""";I have been working at Morgan Keegan;co-workers, learing skills, ability to grow;just bought out by Raymond James;;;;;;;;;;Recommends
US640474907;morgan keegan & company inc.;morgan keegan;https://www.glassdoor.com/Reviews/Employee-Review-Morgan-Keegan-RVW1290855.htm;January 19, 2012;"""A well managed company with good leadership.""";I worked at Morgan Keegan;Very well rounded from the receptionist to HR, there were really no 'bad eggs'. Moral was good too, even during a tough time in banking.;Some of the management and employees were not in the best positions for their skills to be allocated in the best way.;;;;;;;;;;Recommends
US640474907;morgan keegan & company inc.;morgan keegan;https://www.glassdoor.com/Reviews/Employee-Review-Morgan-Keegan-RVW1019335.htm;July 13, 2011;"""assist advisors with book of business.  service existing customers and assist in new account opening.""";I have been working at Morgan Keegan;great work environment.  great to learn industry.  ethical advisors;technology is way behind......advancement opportunity limited.;;;Sales Assistant;;;;;;;Recommends
US640474907;morgan keegan & company inc.;morgan keegan;https://www.glassdoor.com/Reviews/Employee-Review-Morgan-Keegan-RVW847397.htm;March 10, 2011;"""Great place for educational advancement""";I have been working at Morgan Keegan;Supports industry education and asks for input;Salaries are not competitive in industry;;;;;;;;;;Recommends
US640474907;morgan keegan & company inc.;morgan keegan;https://www.glassdoor.com/Reviews/Employee-Review-Morgan-Keegan-RVW806987.htm;February 10, 2011;"""Good firm with a lot of interest in getting bigger""";I have been working at Morgan Keegan;The firm is taking a lot of time and spending a lot of money to expand their Investment Banking presence. They have acquired a number of smaller IB firms and are hiring a number of people.;The communication within the firm about potential prospects is horrendous. Even given the level of secrecy within IB at larger firms, this is absurd. There is not a lot of communication and until the senior leaders put their foot down, they are probably on a treadmill.;;;Investment Banking Associate;;;;;;;Recommends
US640474907;morgan keegan & company inc.;morgan keegan;https://www.glassdoor.com/Reviews/Employee-Review-Morgan-Keegan-RVW647139.htm;September 11, 2010;"""Good work / life balance but minimal advancement opportunities""";I have been working at Morgan Keegan;"Work / life balance tend to be favorable with most employees out the door at 3:30 on Friday and some sense of a 'family"" work environment.";Limited potential to advance to a higher positions and significant turnover because of this.;;;Associate Vice President;;;;;;Approves of CEO;
US640474907;morgan keegan & company inc.;morgan keegan;https://www.glassdoor.com/Reviews/Employee-Review-Morgan-Keegan-RVW631563.htm;August 31, 2010;"""MK Advisory""";I worked at Morgan Keegan;A pretty good place to work.  Good benefits and a good financial advisor program.  You get compensated while studying to get licensed.;Management had some trouble communicating with new hires on what it was exactly they were to do.  Other than that, no complaints.;;;;;;;;;;Doesn't Recommend
US640474907;morgan keegan & company inc.;morgan keegan;https://www.glassdoor.com/Reviews/Employee-Review-Morgan-Keegan-RVW396862.htm;February 11, 2010;"""Open platform, build your own business, no strings attached""";I worked at Morgan Keegan;Free to build your business however you feel works. They do not push products. Open platform. If you have a book of clients it's a great place to run your business. The internal employees are more than willing to help any way possible.;It's not the best place for college grads looking to get into the business. The corporate training is good, but the AUM/Production standards are some of the highest in the business. There is no incentive for Regions to refer business to MK brokers. Seems to be competition within the company.;;;Financial Advisor;;;;;;;Recommends
US640474907;morgan keegan & company inc.;morgan keegan;https://www.glassdoor.com/Reviews/Employee-Review-Morgan-Keegan-RVW354507.htm;January 2, 2010;"""Good place to be a broker if you want to be left alone to run your practice as you see fit""";I worked at Morgan Keegan;Good branch manager and grid.  You are left alone to run your practice as you see fit.  A good place to be a broker;Management mis-handled the downturn in the economy and the resulting losses from some funds.  Lack of communication from top leadership.;;;Financial Advisor;;;;;;;Recommends
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW26050461.htm;May 8, 2019;"""PNC bank is great good place to improve""";I have been working at PNC Global Investment Servicing full-time for more than a year;They are open to give you promotions;The limit of salary in each department is not that flexible;;Helpful;Current Employee - Banking Sales Representative;in Pittsburgh, PA;Pittsburgh, PA;;;Positive Outlook;Approves of CEO;Recommends
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW31175093.htm;January 7, 2020;"""Great company""";I have been working at PNC Global Investment Servicing full-time for more than a year;Pay, benefits and schedule;None really. Good company with stability;;Helpful;Current Employee - Corporate Web Strategist;;;;;;;Recommends
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW15471437.htm;June 14, 2017;"""Regional Coodinator""";I have been working at PNC Global Investment Servicing full-time;Excellent benefits, training, and friendly environment.  Very respectable company.;Limited growth opportunity and lower pay than other competitors.;;Helpful;Current Employee - Anonymous Employee;;;;;Positive Outlook;Approves of CEO;Recommends
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW14363895.htm;March 27, 2017;"""Director""";I worked at PNC Global Investment Servicing full-time for more than 3 years;Good People and Nice atmosphere;Location was too long of a commute;;Helpful;Former Employee - Anonymous Employee;in Wilmington, DE;Wilmington, DE;;;Positive Outlook;No opinion of CEO;Recommends
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW11672097.htm;August 24, 2016;"""Great company""";I have been working at PNC Global Investment Servicing full-time;Great atmosphere, pay, work/life balance, great boss;none that I can think of;;Helpful;Current Employee - Anonymous Employee;;;;;;;Recommends
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW11367589.htm;July 26, 2016;"""Sales Account Manager""";I have been working at PNC Global Investment Servicing  for more than a year;Young and fast growing company with lots of opportunities. Managers are opened to employees' voices.;System is not well set up yet. Salary is not high compared to the work load.;;Helpful;Sales Account Manager;in Wilmington, DE;Wilmington, DE;;;;;
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW11331294.htm;July 23, 2016;"""Financial Advisor""";I have been working at PNC Global Investment Servicing full-time for more than 5 years;This is a great job to learn about the industry. As a PNC financial Advisor, you are able to help people achieve their financial goals.;Although this position allows you to grow as a financial advisor, PNC is an extremely conservative company and has many restrictive policies. Financial advisors are unable to solicit individual securities.;;Helpful;Current Employee - Anonymous Employee;;;;;;;Recommends
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW11119614.htm;July 3, 2016;"""funds accountant""";I worked at PNC Global Investment Servicing full-time for more than 5 years;family purpose make me resign;big volume of work for small side of employees;;Helpful;Former Employee - Fund Accountant;in Wilmington, DE;Wilmington, DE;;;;;Doesn't Recommend
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW9875085.htm;March 10, 2016;"""pros and cons""";I worked at PNC Global Investment Servicing;The benefits package is competitive in the industry and the people that work there are professional and great to work with;The communication across business lines could be improved along with that of upper management..and an overall sense that people do not have job satisfaction.;;Helpful (1);;in Lexington, AL;Lexington, AL;;;Neutral Outlook;No opinion of CEO;Doesn't Recommend
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW8823369.htm;December 4, 2015;"""reviefw""";I worked at PNC Global Investment Servicing part-time;Flexible and accommodating, good communication from corporate;Low salaries. Huge gap in salary from mid level to higher ups;;Helpful;Former Employee - Anonymous Employee;;;;;;;Recommends
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW6541231.htm;May 7, 2015;"""Tech""";I have been working at PNC Global Investment Servicing;Very fun to be here;Very big and a lot of staff but it all works out;;Helpful;;;;;;Positive Outlook;Approves of CEO;Recommends
US*190521509804;pnc global investment servicing inc.;pnc global investment servicing;https://www.glassdoor.com/Reviews/Employee-Review-PNC-Global-Investment-Servicing-RVW5818548.htm;January 30, 2015;"""Paperwork a nightmare.  Zero sales support.""";I have been working at PNC Global Investment Servicing;"It offers a good managed money product offering and skilled bond trading desk.
Benefit package average and lots of management that has only worked for PNC.";The management ego damages moral and prevents improvement.  The lack of a paperless system and dedicated sales support staff seriously affects performance and effiency.;;Helpful;;;;;;;;
